stored	reencoded	value
+123.456789012Mi	129453825995046912n	129453825995046912e-9
+123.456789012P	+123.456789012P	123456789012e6
+123.456789012Pi	138999987247700286256447488n	138999987247700286256447488e-9
+123.456789012T	+123.456789012T	123456789012e3
+123.456789012Ti	135742175046582310797312n	135742175046582310797312e-9
+123.456789012e+21	+123.456789012e+21	123456789012e12
+123.456789012e-1	12345678902e-9	12345678902e-9
+123.456789012e-10	13e-9	13e-9
+123.456789012e-1000	1e-9	1e-9
+123.456789012e-18	1e-9	1e-9
+123.456789012e-19	1e-9	1e-9
+123.456789012e-2147483646	1234567890120e2147483640	123456789012e2147483641
+123.456789012e-2147483647	+123.456789012e-2147483647	123456789012e2147483640
+123.456789012e-2147483648	12345678901200e2147483637	123456789012e2147483639
+123.456789012e-2147483649	1234567890120e2147483637	123456789012e2147483638
+123.456789012e-3	123456790e-9	12345679e-8
+123.456789012e-330	1e-9	1e-9
+123.456789012e-4294967296	+123.456789012e-4294967296	123456789012e-9
+123.456789012e-4294967297	12345678902e-9	12345678902e-9
+123.456789012e-9	124e-9	124e-9
+123.456789012e0	+123.456789012e0	123456789012e-9
+123.456789012e03	+123.456789012e03	123456789012e-6
+123.456789012e1	1234567890120e-9	123456789012e-8
+123.456789012e10	1234567890120	123456789012e1
+123.456789012e1000	1234567890120e990	123456789012e991
+123.456789012e18	+123.456789012e18	123456789012e9
+123.456789012e19	1234567890120e9	123456789012e10
+123.456789012e21	+123.456789012e21	123456789012e12
+123.456789012e2147483000	12345678901200e2147482989	123456789012e2147482991
+123.456789012e2147483627	12345678901200e2147483616	123456789012e2147483618
+123.456789012e2147483646	+123.456789012e2147483646	123456789012e2147483637
+123.456789012e2147483647	1234567890120e2147483637	123456789012e2147483638
+123.456789012e2147483648	12345678901200e2147483637	123456789012e2147483639
+123.456789012e3	+123.456789012e3	123456789012e-6
+123.456789012e330	+123.456789012e330	123456789012e321
+123.456789012e4294967295	12345678902e-9	12345678902e-9
+123.456789012e4294967296	+123.456789012e4294967296	123456789012e-9
+123.456789012e4294967297	1234567890120e-9	123456789012e-8
+123.456789012e8589934592	+123.456789012e8589934592	123456789012e-9
+123.456789012e9	+123.456789012e9	123456789012e0
+123.456789012k	+123.456789012k	123456789012e-6
+123.456789012m	123456790n	12345679e-8
+123.456789012n	124n	124e-9
+123.456789012u	123457n	123457e-9
+123456789	+123456789	123456789e0
+123456789012345678901	123456789012345678901	123456789012345678901e0
+1234567890123456789012345678901234567890	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
+1234567890123456789012345678901234567890E	1234567890123456789012345678901234567890E	123456789012345678901234567890123456789e19
+1234567890123456789012345678901234567890E3	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
+1234567890123456789012345678901234567890Ei	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890G	1234567890123456789012345678901234567890G	123456789012345678901234567890123456789e10
+1234567890123456789012345678901234567890Gi	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890Ki	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890M	1234567890123456789012345678901234567890M	123456789012345678901234567890123456789e7
+1234567890123456789012345678901234567890Mi	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890P	1234567890123456789012345678901234567890P	123456789012345678901234567890123456789e16
+1234567890123456789012345678901234567890Pi	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890T	1234567890123456789012345678901234567890T	123456789012345678901234567890123456789e13
+1234567890123456789012345678901234567890Ti	9223372036854775807	9223372036854775807e0
+1234567890123456789012345678901234567890e+21	1234567890123456789012345678901234567890e21	123456789012345678901234567890123456789e22
+1234567890123456789012345678901234567890e-1	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
+1234567890123456789012345678901234567890e-10	123456789012345678901234567890123456789e-9	123456789012345678901234567890123456789e-9
+1234567890123456789012345678901234567890e-1000	1e-9	1e-9
+1234567890123456789012345678901234567890e-18	1234567890123456789012345678902e-9	1234567890123456789012345678902e-9
+1234567890123456789012345678901234567890e-19	123456789012345678901234567891e-9	123456789012345678901234567891e-9
+1234567890123456789012345678901234567890e-3	1234567890123456789012345678901234567890e-3	123456789012345678901234567890123456789e-2
+1234567890123456789012345678901234567890e-330	1e-9	1e-9
+1234567890123456789012345678901234567890e-4294967296	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
+1234567890123456789012345678901234567890e-4294967297	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
+1234567890123456789012345678901234567890e-9	1234567890123456789012345678901234567890e-9	123456789012345678901234567890123456789e-8
+1234567890123456789012345678901234567890e0	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
+1234567890123456789012345678901234567890e03	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
+1234567890123456789012345678901234567890e1	12345678901234567890123456789012345678900	123456789012345678901234567890123456789e2
+1234567890123456789012345678901234567890e10	12345678901234567890123456789012345678900e9	123456789012345678901234567890123456789e11
+1234567890123456789012345678901234567890e1000	12345678901234567890123456789012345678900e999	123456789012345678901234567890123456789e1001
+1234567890123456789012345678901234567890e18	1234567890123456789012345678901234567890e18	123456789012345678901234567890123456789e19
+1234567890123456789012345678901234567890e19	12345678901234567890123456789012345678900e18	123456789012345678901234567890123456789e20
+1234567890123456789012345678901234567890e21	1234567890123456789012345678901234567890e21	123456789012345678901234567890123456789e22
+1234567890123456789012345678901234567890e3	1234567890123456789012345678901234567890e3	123456789012345678901234567890123456789e4
+1234567890123456789012345678901234567890e330	1234567890123456789012345678901234567890e330	123456789012345678901234567890123456789e331
+1234567890123456789012345678901234567890e4294967295	123456789012345678901234567890123456789	123456789012345678901234567890123456789e0
+1234567890123456789012345678901234567890e4294967296	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
+1234567890123456789012345678901234567890e4294967297	12345678901234567890123456789012345678900	123456789012345678901234567890123456789e2
+1234567890123456789012345678901234567890e8589934592	1234567890123456789012345678901234567890	123456789012345678901234567890123456789e1
+1234567890123456789012345678901234567890e9	1234567890123456789012345678901234567890e9	123456789012345678901234567890123456789e10
+1234567890123456789012345678901234567890k	1234567890123456789012345678901234567890k	123456789012345678901234567890123456789e4
+1234567890123456789012345678901234567890m	1234567890123456789012345678901234567890m	123456789012345678901234567890123456789e-2
+1234567890123456789012345678901234567890n	1234567890123456789012345678901234567890n	123456789012345678901234567890123456789e-8
+1234567890123456789012345678901234567890u	1234567890123456789012345678901234567890u	123456789012345678901234567890123456789e-5
+123456789012345678901E	123456789012345678901E	123456789012345678901e18
+123456789012345678901E3	123456789012345678901e3	123456789012345678901e3
+123456789012345678901Ei	9223372036854775807	9223372036854775807e0
+123456789012345678901G	123456789012345678901G	123456789012345678901e9
+123456789012345678901Gi	9223372036854775807	9223372036854775807e0
+123456789012345678901Ki	9223372036854775807	9223372036854775807e0
+123456789012345678901M	123456789012345678901M	123456789012345678901e6
+123456789012345678901Mi	9223372036854775807	9223372036854775807e0
+123456789012345678901P	123456789012345678901P	123456789012345678901e15
+123456789012345678901Pi	9223372036854775807	9223372036854775807e0
+123456789012345678901T	123456789012345678901T	123456789012345678901e12
+123456789012345678901Ti	9223372036854775807	9223372036854775807e0
+123456789012345678901e+21	123456789012345678901e21	123456789012345678901e21
+123456789012345678901e-1	12345678901234567890100e-3	123456789012345678901e-1
+123456789012345678901e-10	12345678901234567891e-9	12345678901234567891e-9
+123456789012345678901e-1000	1e-9	1e-9
+123456789012345678901e-18	123456789013e-9	123456789013e-9
+123456789012345678901e-19	12345678902e-9	12345678902e-9
+123456789012345678901e-3	123456789012345678901e-3	123456789012345678901e-3
+123456789012345678901e-330	1e-9	1e-9
+123456789012345678901e-4294967296	123456789012345678901	123456789012345678901e0
+123456789012345678901e-4294967297	12345678901234567890100e-3	123456789012345678901e-1
+123456789012345678901e-9	123456789012345678901e-9	123456789012345678901e-9
+123456789012345678901e0	123456789012345678901	123456789012345678901e0
+123456789012345678901e03	123456789012345678901e3	123456789012345678901e3
+123456789012345678901e1	1234567890123456789010	123456789012345678901e1
+123456789012345678901e10	1234567890123456789010e9	123456789012345678901e10
+123456789012345678901e1000	1234567890123456789010e999	123456789012345678901e1000
+123456789012345678901e18	123456789012345678901e18	123456789012345678901e18
+123456789012345678901e19	1234567890123456789010e18	123456789012345678901e19
+123456789012345678901e21	123456789012345678901e21	123456789012345678901e21
+123456789012345678901e3	123456789012345678901e3	123456789012345678901e3
+123456789012345678901e330	123456789012345678901e330	123456789012345678901e330
+123456789012345678901e4294967295	12345678901234567890100e-3	123456789012345678901e-1
+123456789012345678901e4294967296	123456789012345678901	123456789012345678901e0
+123456789012345678901e4294967297	1234567890123456789010	123456789012345678901e1
+123456789012345678901e8589934592	123456789012345678901	123456789012345678901e0
+123456789012345678901e9	123456789012345678901e9	123456789012345678901e9
+123456789012345678901k	123456789012345678901k	123456789012345678901e3
+123456789012345678901m	123456789012345678901m	123456789012345678901e-3
+123456789012345678901n	123456789012345678901n	123456789012345678901e-9
+123456789012345678901u	123456789012345678901u	123456789012345678901e-6
+123456789E	+123456789E	123456789e18
+123456789E3	+123456789E3	123456789e3
+123456789Ei	9223372036854775807	9223372036854775807e0
+123456789G	+123456789G	123456789e9
+123456789Gi	123456789Gi	132560717806043136e0
+123456789Ki	+123456789Ki	126419751936e0
+123456789M	+123456789M	123456789e6
+123456789Mi	123456789Mi	129453825982464e0
+123456789P	+123456789P	123456789e15
+123456789Pi	9223372036854775807	9223372036854775807e0
+123456789T	+123456789T	123456789e12
+123456789Ti	9223372036854775807	9223372036854775807e0
+123456789e+21	+123456789e+21	123456789e21
+123456789e-1	12345678900e-3	123456789e-1
+123456789e-10	12345679e-9	12345679e-9
+123456789e-1000	1e-9	1e-9
+123456789e-18	1e-9	1e-9
+123456789e-19	1e-9	1e-9
+123456789e-2147483649	1234567890e2147483646	123456789e2147483647
+123456789e-3	+123456789e-3	123456789e-3
+123456789e-330	1e-9	1e-9
+123456789e-4294967296	+123456789e-4294967296	123456789e0
+123456789e-4294967297	12345678900e-3	123456789e-1
+123456789e-9	+123456789e-9	123456789e-9
+123456789e0	+123456789e0	123456789e0
+123456789e03	+123456789e03	123456789e3
+123456789e1	1234567890	123456789e1
+123456789e10	1234567890e9	123456789e10
+123456789e1000	1234567890e999	123456789e1000
+123456789e18	+123456789e18	123456789e18
+123456789e19	1234567890e18	123456789e19
+123456789e21	+123456789e21	123456789e21
+123456789e2147483000	12345678900e2147482998	123456789e2147483000
+123456789e2147483627	12345678900e2147483625	123456789e2147483627
+123456789e2147483646	+123456789e2147483646	123456789e2147483646
+123456789e2147483647	1234567890e2147483646	123456789e2147483647
+123456789e3	+123456789e3	123456789e3
+123456789e330	+123456789e330	123456789e330
+123456789e4294967295	12345678900e-3	123456789e-1
+123456789e4294967296	+123456789e4294967296	123456789e0
+123456789e4294967297	1234567890	123456789e1
+123456789e8589934592	+123456789e8589934592	123456789e0
+123456789e9	+123456789e9	123456789e9
+123456789k	+123456789k	123456789e3
+123456789m	+123456789m	123456789e-3
+123456789n	+123456789n	123456789e-9
+123456789u	+123456789u	123456789e-6
+12E	+12E	12e18
+12E3	+12E3	12e3
+12Ei	9223372036854775807	9223372036854775807e0
+12G	+12G	12e9
+12Gi	+12Gi	12884901888e0
+12Ki	+12Ki	12288e0
+12M	+12M	12e6
+12Mi	+12Mi	12582912e0
+12P	+12P	12e15
+12Pi	12Pi	13510798882111488e0
+12T	+12T	12e12
+12Ti	+12Ti	13194139533312e0
+12e+21	+12e+21	12e21
+12e-1	1200e-3	12e-1
+12e-10	2e-9	2e-9
+12e-1000	1e-9	1e-9
+12e-18	1e-9	1e-9
+12e-19	1e-9	1e-9
+12e-2147483649	120e2147483646	12e2147483647
+12e-3	+12e-3	12e-3
+12e-330	1e-9	1e-9
+12e-4294967296	+12e-4294967296	12e0
+12e-4294967297	1200e-3	12e-1
+12e-9	+12e-9	12e-9
+12e0	+12e0	12e0
+12e03	+12e03	12e3
+12e1	120	12e1
+12e10	120e9	12e10
+12e1000	120e999	12e1000
+12e18	+12e18	12e18
+12e19	120e18	12e19
+12e21	+12e21	12e21
+12e2147483000	1200e2147482998	12e2147483000
+12e2147483627	1200e2147483625	12e2147483627
+12e2147483646	+12e2147483646	12e2147483646
+12e2147483647	120e2147483646	12e2147483647
+12e3	+12e3	12e3
+12e330	+12e330	12e330
+12e4294967295	1200e-3	12e-1
+12e4294967296	+12e4294967296	12e0
+12e4294967297	120	12e1
+12e8589934592	+12e8589934592	12e0
+12e9	+12e9	12e9
+12k	+12k	12e3
+12m	+12m	12e-3
+12n	+12n	12e-9
+12u	+12u	12e-6
+18446744073709551615	18446744073709551615	18446744073709551615e0
+18446744073709551615E	18446744073709551615E	18446744073709551615e18
+18446744073709551615E3	18446744073709551615e3	18446744073709551615e3
+18446744073709551615Ei	9223372036854775807	9223372036854775807e0
+18446744073709551615G	18446744073709551615G	18446744073709551615e9
+18446744073709551615Gi	9223372036854775807	9223372036854775807e0
+18446744073709551615Ki	9223372036854775807	9223372036854775807e0
+18446744073709551615M	18446744073709551615M	18446744073709551615e6
+18446744073709551615Mi	9223372036854775807	9223372036854775807e0
+18446744073709551615P	18446744073709551615P	18446744073709551615e15
+18446744073709551615Pi	9223372036854775807	9223372036854775807e0
+18446744073709551615T	18446744073709551615T	18446744073709551615e12
+18446744073709551615Ti	9223372036854775807	9223372036854775807e0
+18446744073709551615e+21	18446744073709551615e21	18446744073709551615e21
+18446744073709551615e-1	1844674407370955161500e-3	18446744073709551615e-1
+18446744073709551615e-10	1844674407370955162e-9	1844674407370955162e-9
+18446744073709551615e-1000	1e-9	1e-9
+18446744073709551615e-18	18446744074e-9	18446744074e-9
+18446744073709551615e-19	1844674408e-9	1844674408e-9
+18446744073709551615e-3	18446744073709551615e-3	18446744073709551615e-3
+18446744073709551615e-330	1e-9	1e-9
+18446744073709551615e-4294967296	18446744073709551615	18446744073709551615e0
+18446744073709551615e-4294967297	1844674407370955161500e-3	18446744073709551615e-1
+18446744073709551615e-9	18446744073709551615e-9	18446744073709551615e-9
+18446744073709551615e0	18446744073709551615	18446744073709551615e0
+18446744073709551615e03	18446744073709551615e3	18446744073709551615e3
+18446744073709551615e1	184467440737095516150	18446744073709551615e1
+18446744073709551615e10	184467440737095516150e9	18446744073709551615e10
+18446744073709551615e1000	184467440737095516150e999	18446744073709551615e1000
+18446744073709551615e18	18446744073709551615e18	18446744073709551615e18
+18446744073709551615e19	184467440737095516150e18	18446744073709551615e19
+18446744073709551615e21	18446744073709551615e21	18446744073709551615e21
+18446744073709551615e3	18446744073709551615e3	18446744073709551615e3
+18446744073709551615e330	18446744073709551615e330	18446744073709551615e330
+18446744073709551615e4294967295	1844674407370955161500e-3	18446744073709551615e-1
+18446744073709551615e4294967296	18446744073709551615	18446744073709551615e0
+18446744073709551615e4294967297	184467440737095516150	18446744073709551615e1
+18446744073709551615e8589934592	18446744073709551615	18446744073709551615e0
+18446744073709551615e9	18446744073709551615e9	18446744073709551615e9
+18446744073709551615k	18446744073709551615k	18446744073709551615e3
+18446744073709551615m	18446744073709551615m	18446744073709551615e-3
+18446744073709551615n	18446744073709551615n	18446744073709551615e-9
+18446744073709551615u	18446744073709551615u	18446744073709551615e-6
+18446744073709551616	18446744073709551616	18446744073709551616e0
+18446744073709551616E	18446744073709551616E	18446744073709551616e18
+18446744073709551616E3	18446744073709551616e3	18446744073709551616e3
+18446744073709551616Ei	9223372036854775807	9223372036854775807e0
+18446744073709551616G	18446744073709551616G	18446744073709551616e9
+18446744073709551616Gi	9223372036854775807	9223372036854775807e0
+18446744073709551616Ki	9223372036854775807	9223372036854775807e0
+18446744073709551616M	18446744073709551616M	18446744073709551616e6
+18446744073709551616Mi	9223372036854775807	9223372036854775807e0
+18446744073709551616P	18446744073709551616P	18446744073709551616e15
+18446744073709551616Pi	9223372036854775807	9223372036854775807e0
+18446744073709551616T	18446744073709551616T	18446744073709551616e12
+18446744073709551616Ti	9223372036854775807	9223372036854775807e0
+18446744073709551616e+21	18446744073709551616e21	18446744073709551616e21
+18446744073709551616e-1	1844674407370955161600e-3	18446744073709551616e-1
+18446744073709551616e-10	1844674407370955162e-9	1844674407370955162e-9
+18446744073709551616e-1000	1e-9	1e-9
+18446744073709551616e-18	18446744074e-9	18446744074e-9
+18446744073709551616e-19	1844674408e-9	1844674408e-9
+18446744073709551616e-3	18446744073709551616e-3	18446744073709551616e-3
+18446744073709551616e-330	1e-9	1e-9
+18446744073709551616e-4294967296	18446744073709551616	18446744073709551616e0
+18446744073709551616e-4294967297	1844674407370955161600e-3	18446744073709551616e-1
+18446744073709551616e-9	18446744073709551616e-9	18446744073709551616e-9
+18446744073709551616e0	18446744073709551616	18446744073709551616e0
+18446744073709551616e03	18446744073709551616e3	18446744073709551616e3
+18446744073709551616e1	184467440737095516160	18446744073709551616e1
+18446744073709551616e10	184467440737095516160e9	18446744073709551616e10
+18446744073709551616e1000	184467440737095516160e999	18446744073709551616e1000
+18446744073709551616e18	18446744073709551616e18	18446744073709551616e18
+18446744073709551616e19	184467440737095516160e18	18446744073709551616e19
+18446744073709551616e21	18446744073709551616e21	18446744073709551616e21
+18446744073709551616e3	18446744073709551616e3	18446744073709551616e3
+18446744073709551616e330	18446744073709551616e330	18446744073709551616e330
+18446744073709551616e4294967295	1844674407370955161600e-3	18446744073709551616e-1
+18446744073709551616e4294967296	18446744073709551616	18446744073709551616e0
+18446744073709551616e4294967297	184467440737095516160	18446744073709551616e1
+18446744073709551616e8589934592	18446744073709551616	18446744073709551616e0
+18446744073709551616e9	18446744073709551616e9	18446744073709551616e9
+18446744073709551616k	18446744073709551616k	18446744073709551616e3
+18446744073709551616m	18446744073709551616m	18446744073709551616e-3
+18446744073709551616n	18446744073709551616n	18446744073709551616e-9
+18446744073709551616u	18446744073709551616u	18446744073709551616e-6
+1E	+1E	1e18
+1E3	+1E3	1e3
+1Ei	1Ei	1152921504606846976e0
+1G	+1G	1e9
+1Gi	+1Gi	1073741824e0
+1Ki	+1Ki	1024e0
+1M	+1M	1e6
+1Mi	+1Mi	1048576e0
+1P	+1P	1e15
+1Pi	1Pi	1125899906842624e0
+1T	+1T	1e12
+1Ti	+1Ti	1099511627776e0
+1e+21	+1e+21	1e21
+1e-1	100e-3	1e-1
+1e-10	1e-9	1e-9
+1e-1000	1e-9	1e-9
+1e-18	1e-9	1e-9
+1e-19	1e-9	1e-9
+1e-2147483649	10e2147483646	1e2147483647
+1e-3	+1e-3	1e-3
+1e-330	1e-9	1e-9
+1e-4294967296	+1e-4294967296	1e0
+1e-4294967297	100e-3	1e-1
+1e-9	+1e-9	1e-9
+1e0	+1e0	1e0
+1e03	+1e03	1e3
+1e1	10	1e1
+1e10	10e9	1e10
+1e1000	10e999	1e1000
+1e18	+1e18	1e18
+1e19	10e18	1e19
+1e21	+1e21	1e21
+1e2147483000	100e2147482998	1e2147483000
+1e2147483627	100e2147483625	1e2147483627
+1e2147483646	+1e2147483646	1e2147483646
+1e2147483647	10e2147483646	1e2147483647
+1e3	+1e3	1e3
+1e330	+1e330	1e330
+1e4294967295	100e-3	1e-1
+1e4294967296	+1e4294967296	1e0
+1e4294967297	10	1e1
+1e8589934592	+1e8589934592	1e0
+1e9	+1e9	1e9
+1k	+1k	1e3
+1m	+1m	1e-3
+1n	+1n	1e-9
+1u	+1u	1e-6
+5	+5	5e0
+5E	+5E	5e18
+5E3	+5E3	5e3
+5Ei	5Ei	576460752303423488e1
+5G	+5G	5e9
+5Gi	+5Gi	536870912e1
+5Ki	+5Ki	512e1
+5M	+5M	5e6
+5Mi	+5Mi	524288e1
+5P	+5P	5e15
+5Pi	5Pi	562949953421312e1
+5T	+5T	5e12
+5Ti	+5Ti	549755813888e1
+5e+21	+5e+21	5e21
+5e-1	500e-3	5e-1
+5e-10	1e-9	1e-9
+5e-1000	1e-9	1e-9
+5e-18	1e-9	1e-9
+5e-19	1e-9	1e-9
+5e-2147483649	50e2147483646	5e2147483647
+5e-3	+5e-3	5e-3
+5e-330	1e-9	1e-9
+5e-4294967296	+5e-4294967296	5e0
+5e-4294967297	500e-3	5e-1
+5e-9	+5e-9	5e-9
+5e0	+5e0	5e0
+5e03	+5e03	5e3
+5e1	50	5e1
+5e10	50e9	5e10
+5e1000	50e999	5e1000
+5e18	+5e18	5e18
+5e19	50e18	5e19
+5e21	+5e21	5e21
+5e2147483000	500e2147482998	5e2147483000
+5e2147483627	500e2147483625	5e2147483627
+5e2147483646	+5e2147483646	5e2147483646
+5e2147483647	50e2147483646	5e2147483647
+5e3	+5e3	5e3
+5e330	+5e330	5e330
+5e4294967295	500e-3	5e-1
+5e4294967296	+5e4294967296	5e0
+5e4294967297	50	5e1
+5e8589934592	+5e8589934592	5e0
+5e9	+5e9	5e9
+5k	+5k	5e3
+5m	+5m	5e-3
+5n	+5n	5e-9
+5u	+5u	5e-6
+9223372036854775	+9223372036854775	9223372036854775e0
+9223372036854775.807	9223372036854775807m	9223372036854775807e-3
+9223372036854775.807E	9223372036854775807P	9223372036854775807e15
+9223372036854775.807E3	9223372036854775807	9223372036854775807e0
+9223372036854775.807Ei	9223372036854775807	9223372036854775807e0
+9223372036854775.807G	9223372036854775807M	9223372036854775807e6
+9223372036854775.807Gi	9223372036854775807	9223372036854775807e0
+9223372036854775.807Ki	9223372036854775807	9223372036854775807e0
+9223372036854775.807M	9223372036854775807k	9223372036854775807e3
+9223372036854775.807Mi	9223372036854775807	9223372036854775807e0
+9223372036854775.807P	9223372036854775807T	9223372036854775807e12
+9223372036854775.807Pi	9223372036854775807	9223372036854775807e0
+9223372036854775.807T	9223372036854775807G	9223372036854775807e9
+9223372036854775.807Ti	9223372036854775807	9223372036854775807e0
+9223372036854775.807e+21	9223372036854775807e18	9223372036854775807e18
+9223372036854775.807e-1	922337203685477580700e-6	9223372036854775807e-4
+9223372036854775.807e-10	922337203685478e-9	922337203685478e-9
+9223372036854775.807e-1000	1e-9	1e-9
+9223372036854775.807e-18	9223373e-9	9223373e-9
+9223372036854775.807e-19	922338e-9	922338e-9
+9223372036854775.807e-3	9223372036854775807e-6	9223372036854775807e-6
+9223372036854775.807e-330	1e-9	1e-9
+9223372036854775.807e-4294967296	9223372036854775807e-3	9223372036854775807e-3
+9223372036854775.807e-4294967297	922337203685477580700e-6	9223372036854775807e-4
+9223372036854775.807e-9	9223372036854776e-9	9223372036854776e-9
+9223372036854775.807e0	9223372036854775807e-3	9223372036854775807e-3
+9223372036854775.807e03	9223372036854775807	9223372036854775807e0
+9223372036854775.807e1	92233720368547758070e-3	9223372036854775807e-2
+9223372036854775.807e10	92233720368547758070e6	9223372036854775807e7
+9223372036854775.807e1000	92233720368547758070e996	9223372036854775807e997
+9223372036854775.807e18	9223372036854775807e15	9223372036854775807e15
+9223372036854775.807e19	92233720368547758070e15	9223372036854775807e16
